,event number,max_Q,max_Q_time,i_start,i_end,event_start_time,HINew,flushing_index, max_C,event_end_time
51,129,39.64352,2018-11-25 05:00:00,75313,75490,2018-11-24 12:15:00,0.3326858347305776,0.9974459860564644,150.0,2018-11-26 08:30:00
52,130,126.57609599999999,2018-11-26 21:15:00,75491,75659,2018-11-26 08:45:00,0.32820837202957454,0.9548933500627353,1610.0,2018-11-28 02:45:00
53,131,33.98016,2018-12-03 20:15:00,76157,76321,2018-12-03 07:15:00,-0.07101821575214637,0.30303030303030287,22.6,2018-12-05 00:15:00
54,133,206.71264,2018-12-22 07:00:00,77841,78032,2018-12-20 20:15:00,0.17272575418142072,0.6939822377603903,4590.0,2018-12-22 20:00:00
55,140,222.003712,2019-01-24 17:00:00,81120,81293,2019-01-24 00:00:00,0.09141688330288968,1.0,6570.0,2019-01-25 19:15:00
56,146,62.013792,2019-02-08 16:30:00,82537,82726,2019-02-07 18:15:00,-0.08128094271229148,0.9038304808475958,291.0,2019-02-09 17:30:00
57,156,36.528672,2019-03-22 08:45:00,86552,86742,2019-03-21 14:00:00,-0.09157251182825293,0.18940647907306696,859.0,2019-03-23 13:30:00
58,158,42.192032,2019-03-31 19:00:00,87448,87634,2019-03-30 22:00:00,-0.08022580241880652,0.4560606060606064,95.6,2019-04-01 20:30:00
59,159,46.156384,2019-04-09 21:45:00,88374,88515,2019-04-09 13:30:00,-0.2610018078620982,0.33586132177681477,217.0,2019-04-11 00:45:00
60,160,46.156384,2019-04-13 09:15:00,88682,88856,2019-04-12 18:30:00,0.251599325092111,0.7323008849557521,111.0,2019-04-14 14:00:00
61,161,191.1384,2019-04-15 05:45:00,88869,89032,2019-04-14 17:15:00,-0.007883450849153834,0.9999820058660877,18800.0,2019-04-16 10:00:00
62,162,159.140416,2019-04-20 13:00:00,89351,89542,2019-04-19 17:45:00,0.2933222885324509,1.0,4150.0,2019-04-21 17:30:00
63,163,40.776192,2019-04-27 07:00:00,89977,90167,2019-04-26 06:15:00,0.27151475876785436,0.1687691783157177,310.0,2019-04-28 05:45:00
64,166,32.847488,2019-05-12 20:00:00,91499,91633,2019-05-12 02:45:00,0.2803377717239818,0.4936353116217557,126.0,2019-05-13 12:15:00
65,167,45.590047999999996,2019-05-14 00:45:00,91634,91748,2019-05-13 12:30:00,0.06002071879490556,0.8356481481481481,98.3,2019-05-14 17:00:00
66,172,35.396,2019-06-11 03:00:00,94300,94491,2019-06-10 07:00:00,0.11553209053370249,0.31698600477376776,770.0,2019-06-12 06:45:00
67,263,41.342528,2021-03-18 21:30:00,156419,156573,2021-03-18 08:45:00,,0.0,279.0,2021-03-19 23:15:00
68,264,82.11872,2021-03-26 11:00:00,157106,157296,2021-03-25 12:30:00,0.05736174222922168,0.19013666072489604,2040.0,2021-03-27 12:00:00
69,265,68.809824,2021-03-28 17:15:00,157379,157531,2021-03-28 08:45:00,0.3317431103267738,0.753968253968254,768.0,2021-03-29 22:45:00
70,266,46.156384,2021-04-01 04:15:00,157713,157860,2021-03-31 20:15:00,0.1288566775269715,0.8851508120649652,230.0,2021-04-02 09:00:00
71,270,39.077184,2021-05-05 05:45:00,160974,161135,2021-05-04 19:30:00,-0.14565116826916594,0.3535832937826293,451.0,2021-05-06 11:45:00
72,272,38.794016,2021-05-10 06:15:00,161442,161603,2021-05-09 16:30:00,0.15240083911397892,0.9307135470527405,113.0,2021-05-11 08:45:00
73,279,111.568192,2021-07-09 10:45:00,167223,167380,2021-07-08 21:45:00,0.05736541892593627,0.9249692496924969,3570.0,2021-07-10 13:00:00
74,280,62.29696,2021-07-12 09:30:00,167481,167669,2021-07-11 14:15:00,0.036500451080914084,0.9086638830897704,410.0,2021-07-13 13:15:00
75,281,42.192032,2021-07-14 07:00:00,167711,167827,2021-07-13 23:45:00,0.006484911392404729,0.15169660678642716,88.5,2021-07-15 04:45:00
76,282,45.590047999999996,2021-07-18 00:45:00,168065,168146,2021-07-17 16:15:00,0.0838912194714152,0.9658808933002482,335.0,2021-07-18 12:30:00
77,286,205.863136,2021-08-23 12:00:00,171511,171699,2021-08-22 13:45:00,-0.002188025818477205,0.9326989121042253,9050.0,2021-08-24 12:45:00
